,author,content,description,label,publishedAt,source_id,source_name,title,url,urlToImage
276,ADAM LIPTAK and EILEEN SULLIVAN,"Since the Supreme Court’s 1964 decision in New York Times v. Sullivan, the Supreme Court has placed constitutional limits on how states can define libel, notably by requiring public officials and, later, public figures to prove actual malice. That protection … [+1802 chars]","Outraged over a new book that describes President Trump as unstable and uniformed, the president on Wednesday renewed his objection to libel laws.",center,2018-09-05T12:58:15Z,the-new-york-times,The New York Times,"Trump, Angry Over Woodward Book, Renews Criticism of Libel Laws",https://www.nytimes.com/2017/03/30/us/politics/can-trump-change-libel-laws.html,https://static01.nyt.com/images/2018/09/05/us/31LIBEL-sub/31LIBEL-sub-facebookJumbo.jpg
277,EILEEN SULLIVAN,WASHINGTON — President Trump directly questioned for the first time on Friday the veracity of the accusations levied by a woman who has said Judge Brett M. Kavanaugh sexually assaulted her while they were both teenagers. Mr. Trump said in a Twitter post that … [+239 chars],"President Trump had avoided attacking the woman who accused his Supreme Court nominee of assault, but broke that practice on Friday morning.",center,2018-09-21T13:41:13Z,the-new-york-times,The New York Times,"Trump Says if Attack on Kavanaugh Accuser Was ‘as Bad as She Says,’ Charges Would Have Been Filed",https://www.nytimes.com/2018/09/21/us/politics/trump-kavanaugh-blasey-attack.html,https://static01.nyt.com/images/2018/09/22/us/politics/22dc-trump/22dc-kavanaugh-facebookJumbo.jpg
278,http://www.nytimes.com/by/adam-liptak,"Professor Kagan explained what had counted as too specific: “Roughly, anything that might have some bearing on a case that might someday come before the court.” She also described what had been too general: “Roughly, anything else worthy of mention.” That sum… [+1748 chars]","New York Times Brett Kavanaugh's Expert Evasions, Learned From Past Masters New York Times WASHINGTON — All Supreme Court confirmation hearings are, in a way, empty exercises, but most have a redeeming feature or two. For a few moments, at least, the nominee …",center,2018-09-08T15:43:28Z,the-new-york-times,The New York Times,"Brett Kavanaugh's Expert Evasions, Learned From Past Masters - New York Times",https://www.nytimes.com/2018/09/08/us/politics/brett-kavanaugh-confirmation-hearings.html,https://static01.nyt.com/images/2018/09/09/us/politics/09dc-kavanaugh1/09dc-kavanaugh1-facebookJumbo.jpg
279,EMILY COCHRANE and MARK LANDLER,"Reveling in his victimhood, Mr. Trump even likened himself to Abraham Lincoln, noting that Lincoln got poor reviews for the Gettysburg Address in 1863, before the speech was later regarded as one of the finest in the nation’s history. “I have a feeling,” he t… [+1936 chars]","President Trump tried to recapture his administration’s narrative, warning that if his supporters did not vote, he would be subjected to impeachment.",center,2018-09-07T03:54:08Z,the-new-york-times,The New York Times,"‘I’m Winning,’ Trump Tells Montana Crowd as He Tries to Regain Control Amid Turmoil",https://www.nytimes.com/2018/09/06/us/politics/trump-rally-montana.html,https://static01.nyt.com/images/2018/09/07/us/07trump_vid/07trump_vid-facebookJumbo.jpg
280,ALISHA HARIDASANI GUPTA,"• Paul Manafort agrees to talk. With all the storm coverage, you may have missed this crucial development in the Russia investigation of the special counsel, Robert Mueller. Mr. Manafort, President Trump’s former campaign chairman, above, pleaded guilty to tw… [+882 chars]",Here’s what you need to know to start your day.,center,2018-09-16T20:16:53Z,the-new-york-times,The New York Times,"Asia and Australia Edition: Your Monday News Briefing: Typhoon Mangkhut, #MeToo, South Korea",https://www.nytimes.com/2018/09/16/briefing/asia-monday-news-briefing.html,https://static01.nyt.com/images/2018/09/16/briefing/17Briefing-asia-promo/17Briefing-asia-promo-facebookJumbo.jpg
281,JACEY FORTIN,"Senator Orrin G. Hatch, Republican of Utah and a member of the Judiciary Committee, suggested that Dr. Blasey was “mistaken” or “mixed up” in her recollections. Senator John Cornyn, Republican of Texas, called her accusations “a drive-by attack on the charact… [+1518 chars]","Patti Davis speaking at the funeral of her mother, the former first lady Nancy Reagan, in 2016. The Washington Post published an opinion piece by Ms. Davis on Friday that described her experience of being sexually assaulted.",center,2018-09-21T23:48:48Z,the-new-york-times,The New York Times,"Patti Davis, Ronald Reagan’s Daughter, Tells Her Story of Sexual Assault",https://www.nytimes.com/2018/09/21/us/politics/patti-davis-reagan-sexual-assault-dr-blasey.html,https://static01.nyt.com/images/2018/09/22/us/22xp-patti/22xp-patti-facebookJumbo.jpg
282,DAVID LEONHARDT,"This unfairness born of randomness isn’t the only problem. Given the deep partisan polarization in America, lifetime appointments have also turned confirmations into epic political battles. That’s why the Brett Kavanaugh process feels so momentous. It’s why t… [+1423 chars]",They would make the current system fairer — and tone down the intensity of the confirmation process.,center,2018-09-18T12:21:06Z,the-new-york-times,The New York Times,The Supreme Court Needs Term Limits,https://www.nytimes.com/2018/09/18/opinion/columnists/brett-kavanaugh-supreme-court-term-limits.html,https://static01.nyt.com/images/2018/09/17/opinion/17leonhardt-newsletter/17leonhardt-newsletter-facebookJumbo.jpg
283,JULIE HIRSCHFELD DAVIS,"“Now, I have to say this,” Mr. Trump said. “We weren’t friends — I didn’t like him, he didn’t like me, and as we fought and fought and fought, believe it or not, we started to respect each other, then we started to like each other, then we started to love eac… [+1972 chars]",The president dispensed with some of his usual bravado on Thursday and instead told an audience in a cavernous convention center in Las Vegas that the Republican majority was on a razor’s edge.,center,2018-09-21T04:46:27Z,the-new-york-times,The New York Times,"Putting Aside Grudge, Trump Backs Ex-Rival in Tight Nevada Race",https://www.nytimes.com/2018/09/21/us/politics/trump-heller-nevada-rally.html,https://static01.nyt.com/images/2018/09/21/us/politics/21dc-trump/21dc-trump-facebookJumbo.jpg
284,CHARLIE SAVAGE,"Unlike Mr. Jaworski in 1974 and Mr. Mueller today, Mr. Starr was operating under a law — enacted after Watergate, and since lapsed — that clearly gave him the authority to send a report directly to Congress. In his 1976 memoir, “The Right and the Power: The P… [+2278 chars]","Robert S. Mueller III, the special counsel in the Russia inquiry, is expected to most likely write a report for his supervisor at the Justice Department when the investigation concludes. But it is not his only option.",center,2018-09-14T16:14:43Z,the-new-york-times,The New York Times,Legal Experts Urge Release of Watergate Report to Offer Mueller a Road Map,https://www.nytimes.com/2018/09/14/us/politics/mueller-report-grand-jury-watergate.html,https://static01.nyt.com/images/2018/09/14/us/politics/14dc-watergate2/14dc-watergate2-facebookJumbo.jpg
285,http://www.nytimes.com/by/carl-hulse,"Mr. Cornyn and other Republicans like to say that the end of the judicial filibuster has only served to restore the Senate’s past approach to nominations. And it is true that filibusters had been used sparingly on nominations until the last two decades, when … [+1711 chars]",New York Times Why a Predictable Supreme Court Fight Is a Sign of a Broken Process New York Times WASHINGTON — The Senate on Tuesday will begin what is expected to be a contentious but predictable Supreme Court showdown under a judicial confirmation process t…,center,2018-09-01T12:27:14Z,the-new-york-times,The New York Times,Why a Predictable Supreme Court Fight Is a Sign of a Broken Process - New York Times,https://www.nytimes.com/2018/09/01/us/politics/kavanaugh-supreme-court-senate-hearing.html,https://static01.nyt.com/images/2018/09/02/us/politics/02dc-hulse-print/02dc-hulse1-facebookJumbo.jpg
286,,"Good Friday morning. Here are some of the stories making news in Washington and politics today: • Paul Manafort, President Trump’s former campaign chairman, is close to a plea deal with federal prosecutors, people familiar with the case said. [ Read the story… [+543 chars]","New York Times On Politics: Paul Manafort Is Said to Be Near a Plea Deal New York Times Good Friday morning. Here are some of the stories making news in Washington and politics today: • Paul Manafort, President Trump's former campaign chairman, is close to a …",center,2018-09-14T05:57:30Z,the-new-york-times,The New York Times,On Politics: Paul Manafort Is Said to Be Near a Plea Deal - New York Times,https://www.nytimes.com/2018/09/14/us/politics/on-politics-trump-says-puerto-rico-death-toll-was-inflated.html,https://static01.nyt.com/images/2018/09/14/us/14onpolitics-am-manafort/14onpolitics-am-manafort-facebookJumbo.jpg
287,EMILY BAZELON and ERIC POSNER,"To a pure originalist, this is an incoherent mixing of methodologies. Any ruling that departs from the original meaning should be thrown out. Judge Kavanaugh has called for no such thing. Instead, he has proudly said that he’s a textualist, which means that h… [+2427 chars]","Contrary to what supporters say, he’s no originalist.",center,2018-09-03T23:00:04Z,the-new-york-times,The New York Times,Who Is Brett Kavanaugh?,https://www.nytimes.com/2018/09/03/opinion/who-is-brett-kavanaugh.html,https://static01.nyt.com/images/2018/09/03/opinion/03bazelon/03bazelon-facebookJumbo.jpg
288,JOUMANA KHATIB and MERRILL D. OLIVER,"10. And finally, something to think about when you make your coffee in the morning: Melitta Bentz was tired of finding coffee grounds in her cup. So in 1908, she patented a solution that many of us now rely on daily: the coffee filter. It was easy to clean, h… [+509 chars]",Here’s what you need to know at the end of the day.,center,2018-09-06T22:24:27Z,the-new-york-times,The New York Times,"Burt Reynolds, Brett Kavanaugh, Alex Jones: Your Thursday Evening Briefing",https://www.nytimes.com/2018/09/06/briefing/burt-reynolds-brett-kavanaugh-alex-jones.html,https://static01.nyt.com/images/2018/09/06/world/0907-pm-promo/0907-pm-promo-facebookJumbo.jpg
289,JOUMANA KHATIB and MARCUS PAYADUE,"1. “The root of the problem is the president’s amorality.” From Opinion: In an anonymous Op-Ed essay, a senior Trump administration official says he and other like-minded colleagues believe the “president continues to act in a manner that is detrimental to th… [+734 chars]",Here’s what you need to know at the end of the day.,center,2018-09-05T22:17:11Z,the-new-york-times,The New York Times,"Trump, Ayanna Pressley, Brett Kavanaugh: Your Wednesday Evening Briefing",https://www.nytimes.com/2018/09/05/briefing/trump-ayanna-pressley-brett-kavanaugh.html,https://static01.nyt.com/images/2018/09/05/briefing/05evening-Briefing-US-core-2-alpha/05evening-Briefing-US-slide-34W7-facebookJumbo.jpg
290,,"To the Editor: As fellow members of the Yale College Class of 1987 and other alumni of Yale University, we call upon Brett Kavanaugh (Yale ’87) to keep faith with our alma mater’s highest ideals of “lux et veritas” — “light and truth” — by requesting that all… [+609 chars]",Senators on the Judiciary Committee pressed Judge Brett Kavanaugh on Thursday about the constitutional right to abortion and his views on the special counsel.,center,2018-09-09T19:00:00Z,the-new-york-times,The New York Times,"letter: Brett Kavanaugh, Release All Your Records",https://www.nytimes.com/2018/09/09/opinion/letters/brett-kavanaugh-documents.html,https://static01.nyt.com/images/2018/09/07/us/politics/07us-ambriefing-kavanaugh/07us-ambriefing-kavanough-facebookJumbo.jpg
291,ERIC J. SEGALL,"Consider that Justice Thomas, along with Justice Scalia, voted to strike down huge swaths of constitutional law without historical justification. Together they invalidated state and federal affirmative action laws, campaign finance legislation, federal laws d… [+3029 chars]","Brett Kavanaugh testifiying at his confirmation hearing before the Senate Judiciary Committee, on Capitol Hill in Washington, D.C.",center,2018-09-10T10:00:03Z,the-new-york-times,The New York Times,Does Originalism Matter Anymore?,https://www.nytimes.com/2018/09/10/opinion/kavanaugh-originalism-supreme-court.html,https://static01.nyt.com/images/2018/09/10/opinion/10SEGALL/10SEGALL-facebookJumbo.jpg
292,,"To the Editor: Re “ Emails Give Rise to New Battling Over Kavanaugh ” (front page, Sept. 7): The three days of Senate Judiciary Committee hearings regarding the nomination of Brett M. Kavanaugh to the Supreme Court have made it abundantly clear that the deck … [+1257 chars]",Senators on the Judiciary Committee pressed Judge Brett Kavanaugh on Thursday about the constitutional right to abortion and his views on the special counsel.,center,2018-09-07T21:26:05Z,the-new-york-times,The New York Times,letters: What We Learned From the Kavanaugh Hearings,https://www.nytimes.com/2018/09/07/opinion/letters/kavanaugh-supreme-court.html,https://static01.nyt.com/images/2018/09/07/us/politics/07us-ambriefing-kavanaugh/07us-ambriefing-kavanough-facebookJumbo.jpg
